marca;modelo;pais;year_modelo;clase;sub_clase;avaluo;cilindraje;tipo_combustible
HONDA;WR-V AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;24600.0;1500;GASOLINA
HONDA;WR-V AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;26190.0;1500;GASOLINA
FORD;ESCAPE TITANIUM AC 2.0 5P 4X2 TA;;2023;JEEP;JEEP;39990.0;1999;GASOLINA
KIA;NIRO AC 1.6 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;33399.0;1580;HIBRIDO_GASOLINA_BATERIAS
KIA;SOUL AC 5P 4X2 TA EV;;2024;JEEP;ELECTRICO-J;38499.0;0;ELECTRICO
FORD;RANGER RAPTOR AC 3.0 CD 4X4 TA;;2024;CAMIONETA;DOBLE CABINA;99990.0;2956;GASOLINA
MERCEDES BENZ;SPRINTER 316 CDI EXTRALARGO TECHO ELEVADO I AC 2.0 5P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;63140.0;1950;DIESEL
HONDA;CIVIC HEV AC 2.0 4P 4X2 TA HYBRID;;2024;AUTOMOVIL;HIBRIDO-A;41990.0;2000;GASOLINA
HONDA;CR-V EX AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;59990.0;1500;GASOLINA
FORD;ESCAPE PLATINUM FHEV AC 2.5 5P 4X4 TA;;2023;JEEP;HIBRIDO-J;45990.0;2490;HIBRIDO_GASOLINA_BATERIAS
JAC;JS6 PHEV AC 1.5 5P 4X2 TA HYBRID;;2023;JEEP;HIBRIDO-J;29990.0;1499;HIBRIDO_GASOLINA_BATERIAS
YUANCHENG;V6E AC CS 4X2 TA EV;;2022;CAMIONETA;ELECTRICO;23920.0;0;ELECTRICO
CITROEN;C3 FEEL AC 1.2 5P 4X2 TA HYBRID;;2024;AUTOMOVIL;HIBRIDO-A;19990.0;1199;HIBRIDO_GASOLINA_BATERIAS
KIA;SONET AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;19990.0;1497;GASOLINA
CHERY;TIGGO 8 LUXURY AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;29590.0;1498;GASOLINA
KIA;SONET AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19490.0;1497;GASOLINA
DAYUN;DYQ1030F6-B2 AC 2.0 CD 4X4 TM DIESEL;;2024;CAMIONETA;DOBLE CABINA;29990.0;1968;DIESEL
AUDI;Q5 SPORTBACK TFSI TIPTRONIC QUATT FYTB3Y AC 2.0 5P 4X4 TA;;2024;JEEP;JEEP;99990.0;2000;GASOLINA
AUDI;Q5 TFSI TIPTRONIC QUATT FYGA3Y AC 2.0 5P 4X4 TA;;2024;JEEP;JEEP;89990.0;2000;GASOLINA
FORD;BRONCO SPORT AC 2.0 5P 4X4 TA;;2023;JEEP;JEEP;55990.0;1999;GASOLINA
DONGFENG;HUGE T AC 1.5 5P 4X2 TA HYBRID;;2023;JEEP;HIBRIDO-J;26990.0;1476;HIBRIDO_GASOLINA_BATERIAS
GREAT WALL;POER AC 2.0 CD 4X4 TM DIESEL;;2024;CAMIONETA;DOBLE CABINA;29990.0;1996;DIESEL
HYUNDAI;KONA SX2 GLS AC 1.6 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;29990.0;1600;HIBRIDO_GASOLINA_BATERIAS
DFSK;E5 S508 SUPREME AC 1.5 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;32990.0;1498;HIBRIDO_GASOLINA_BATERIAS
FORD;EXPLORER LIMITED AC 2.3 5P 4X4 TA;;2023;JEEP;JEEP;99990.0;2261;GASOLINA
KIA;OPTIMA AC 2.0 4P 4X2 TA HYBRID;;2024;AUTOMOVIL;HIBRIDO-A;37999.0;1999;HIBRIDO_GASOLINA_BATERIAS
KIA;EV6 AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;65999.0;0;ELECTRICO
KIA;CARENS EX AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;29990.0;1497;GASOLINA
CHERY;TIGGO 2 PRO A1X AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;17590.0;1497;GASOLINA
HONDA;HR-V 15EXL AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;39990.0;1500;GASOLINA
AUDI;Q8 E-TRON 55 SPORTBACK GETBVC AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;99990.0;0;ELECTRICO
MERCEDES BENZ;C 200 AVANTGARDE I AC 1.5 4P 4X2 TA HYBRID;;2024;AUTOMOVIL;HIBRIDO-A;64990.0;1496;HIBRIDO_GASOLINA_BATERIAS
HYUNDAI;SONATA DN8 AC 2.0 4P 4X2 TA HYBRID;;2024;AUTOMOVIL;HIBRIDO-A;33240.0;2000;HIBRIDO_GASOLINA_BATERIAS
HONDA;BR-V NCAP AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;37990.0;1500;GASOLINA
CHERY;TIGGO 4 PRO COMFORT AC 1.5 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;19990.0;1498;HIBRIDO_GASOLINA_BATERIAS
TOYOTA;4RUNNER TRD OFF-ROAD PREMIUM AC 4.0 5P 4X4 TA;;2023;JEEP;JEEP;46580.0;3956;GASOLINA
DONGFENG;DONGFENG NANO BOX EX1 AC 5P 4X2 TA EV;;2023;AUTOMOVIL;ELECTRICO-A;18000.0;0;ELECTRICO
KIA;EV9 AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;95999.0;0;ELECTRICO
GAC;EMKOO AC 2.0 5P 4X2 TA HYBRID;;2023;JEEP;HIBRIDO-J;29990.0;1999;GASOLINA
HYUNDAI;GRAND I10 HB L AC 1.2 5P 4X2 TM;;2023;AUTOMOVIL;STATION WAGON;14190.0;1200;GASOLINA
SUZUKI;FRONX ISG GLX AC 1.5 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;22690.0;1462;HIBRIDO_GASOLINA_BATERIAS
SUZUKI;FRONX ISG GLX AC 1.5 5P 4X2 TM HYBRID;;2024;JEEP;HIBRIDO-J;21490.0;1462;GASOLINA
HYUNDAI;KONA SX2 AC 5P 4X2 TA EV;;2024;JEEP;ELECTRICO-J;32500.0;0;ELECTRICO
AUDI;A4 TFSI 8WCA9G STRONIC AC 2.0 4P 4X2 TA;;2024;AUTOMOVIL;SEDAN;49990.0;2000;GASOLINA
MG;MG4 STD AC 5P 4X2 TA EV;;2024;JEEP;ELECTRICO-J;29990.0;0;ELECTRICO
AUDI;A3 SPORTBACK 8YAACW AC 1.4 5P 4X2 TA;;2024;AUTOMOVIL;STATION WAGON;38990.0;1395;GASOLINA
FORD;MUSTANG MACH-E AC 5P 4X4 TA EV;;2023;JEEP;ELECTRICO-J;69999.0;0;ELECTRICO
CADILLAC;LYRIQ AC 5P 4X2 TA EV;;2023;JEEP;ELECTRICO-J;86500.0;0;ELECTRICO
CHANGAN;X7 PLUS GT AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;28999.0;1494;GASOLINA
CHANGAN;X7 PLUS GT AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;29999.0;1494;GASOLINA
CHANGAN;X7 PLUS ELITE AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;26999.0;1494;GASOLINA
CADILLAC;LYRIQ AC 5P 4X4 TA EV;;2023;JEEP;ELECTRICO-J;94200.0;0;ELECTRICO
MG;MG MARVEL R AC 5P 4X2 TA EV;;2024;JEEP;ELECTRICO-J;47990.0;0;ELECTRICO
MG;MG RX8 AC 2.0 5P 4X2 TA;;2024;JEEP;JEEP;39990.0;1995;GASOLINA
CHEVROLET;MONTANA RS TURBO AC 1.2 CD 4X2 TA;;2024;CAMIONETA;DOBLE CABINA;29999.0;1199;GASOLINA
SHINERAY;SWM G03 AC 5P 4X2 TA EV;;2023;JEEP;ELECTRICO-J;21990.0;0;ELECTRICO
LEAPMOTOR;C11 AC 5P 4X2 TA EV;;2023;JEEP;ELECTRICO-J;42990.0;0;ELECTRICO
LEAPMOTOR;T03 AC 4P 4X2 TA EV;;2023;AUTOMOVIL;ELECTRICO-A;21990.0;0;ELECTRICO
FORD;ESCAPE PLATINUM AC 2.5 5P 4X4 TA HYBRID;;2023;JEEP;HIBRIDO-J;40999.0;2500;GASOLINA
MERCEDES BENZ;GLC 300 AMG LINE AC 2.0 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;94990.0;1999;HIBRIDO_GASOLINA_BATERIAS
MERCEDES BENZ;GLC 300 AMG LINE COUPE AC 2.0 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;99990.0;1999;HIBRIDO_GASOLINA_BATERIAS
MERCEDES BENZ;GLC 300 AMG LINE COUPE AC 2.0 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;99990.0;1991;HIBRIDO_GASOLINA_BATERIAS
NISSAN;VERSA SENSE AC 1.6 4P 4X2 TM;;2024;AUTOMOVIL;SEDAN;19990.0;1598;GASOLINA
MERCEDES BENZ;GLA 35 AMG AC 2.0 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;79990.0;1991;HIBRIDO_GASOLINA_BATERIAS
KIA;SELTOS LX AC 1.6 5P 4X2 TA;;2024;JEEP;JEEP;25990.0;1591;GASOLINA
TOYOTA;GRAND HIGHLANDER LIMITED AC 2.4 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;99500.0;2400;HIBRIDO_GASOLINA_BATERIAS
KYC;F3 AC 2.0 CD 4X2 TM DIESEL;;2024;CAMIONETA;DOBLE CABINA;19990.0;1910;DIESEL
HYUNDAI;GRAND CRETA 7PAS GLS AC 2.0 5P 4X2 TM;;2024;JEEP;JEEP;29990.0;1999;GASOLINA
VOLKSWAGEN;VIRTUS TRENDLINE AC 1.6 4P 4X2 TM;;2024;AUTOMOVIL;SEDAN;19990.0;1598;GASOLINA
MERCEDES BENZ;EQB 350 AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;79990.0;0;ELECTRICO
MERCEDES BENZ;EQA 350 AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;73999.0;0;ELECTRICO
VOLKSWAGEN;POLO TRENDLINE AC 1.6 5P 4X2 TM;;2024;AUTOMOVIL;STATION WAGON;19990.0;1598;GASOLINA
MERCEDES BENZ;A 35 AMG SPORT AC 2.0 4P 4X4 TA HYBRID;;2023;AUTOMOVIL;HIBRIDO-A;74990.0;1991;HIBRIDO_GASOLINA_BATERIAS
TOYOTA;AGYA AC 1.2 5P 4X2 TM;;2024;AUTOMOVIL;STATION WAGON;16799.0;1198;GASOLINA
VOLKSWAGEN;POLO TRACK AC 1.6 5P 4X2 TM;;2024;AUTOMOVIL;STATION WAGON;18990.0;1598;GASOLINA
AUDI;A3 8YSACW AC 1.4 4P 4X2 TA;;2024;AUTOMOVIL;SEDAN;39990.0;1395;GASOLINA
TOYOTA;LAND CRUISER LC PUP AC 4.5 CS 4X4 TM DIESEL;;2023;CAMIONETA;CABINA SIMPLE;90000.0;4500;DIESEL
JAC;HFC1037D5K2TST LUXURY AC 2.0 CD 4X4 TA DIESEL;;2024;CAMIONETA;DOBLE CABINA;44890.0;2000;DIESEL
BAIC;X55 ELITE AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;27990.0;1498;GASOLINA
BAIC;X35 ELITE AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;19990.0;1499;GASOLINA
JEEP;GRAND CHEROKEE 4XE AC 2.0 5P 4X4 TA HYBRID;;2023;JEEP;HIBRIDO-J;99333.0;2000;HIBRIDO_GASOLINA_BATERIAS
BYD;YUAN PLUS GL AC 5P 4X2 TA EV;;2024;JEEP;ELECTRICO-J;32990.0;0;ELECTRICO
AUDI;Q3 SPORTBACK TFSI F3NA6Y AC 2.0 5P 4X4 TA;;2024;JEEP;JEEP;59990.0;2000;GASOLINA
AUDI;Q3 F3BA6Y TFSI AC 2.0 5P 4X4 TA;;2024;JEEP;JEEP;49990.0;2000;GASOLINA
SHINERAY;SWM G03 8P AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;17490.0;1498;GASOLINA
MITSUBISHI;OUTLANDER AC 2.5 5P 4X4 TA;;2024;AUTOMOVIL;STATION WAGON;59990.0;2488;GASOLINA
MITSUBISHI;OUTLANDER AC 2.5 5P 4X2 TA;;2024;AUTOMOVIL;STATION WAGON;49990.0;2488;GASOLINA
MITSUBISHI;ECLIPSE CROSS AC 2.0 5P 4X2 TA;;2024;AUTOMOVIL;STATION WAGON;39990.0;1998;GASOLINA
HYUNDAI;CRETA AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1497;GASOLINA
JOYLONG;HKL6540C AC 2.5 4P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;29000.0;2498;DIESEL
CITROEN;BERLINGO MULTISPACE 7L AC 1.6 5P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;27490.0;1560;DIESEL
GAC;EMZOOM A79 GB AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;26490.0;1497;GASOLINA
GAC;GS3 POWER GB AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1493;GASOLINA
GAC;GS3 GS AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;16990.0;1495;GASOLINA
GAC;EMKOO GS AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;29990.0;1497;GASOLINA
JAC;HFC1037DKST INTER AC 2.0 CD 4X4 TM DIESEL;;2024;CAMIONETA;DOBLE CABINA;28890.0;2000;DIESEL
VOLKSWAGEN;T-CROSS COMFORTLINE AC 1.6 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1598;GASOLINA
VOLKSWAGEN;T-CROSS COMFORTLINE AC 1.6 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1600;GASOLINA
CHERY;TIGGO 4 PRO LUXURY AC 1.5 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;21990.0;1498;HIBRIDO_GASOLINA_BATERIAS
HONDA;CIVIC TYPE R AC 2.0 5P 4X2 TM;;2023;AUTOMOVIL;SEDAN;89990.0;2000;GASOLINA
FORD;F150 FHEV-BASE AC 3.5 CD 4X4 TA HYBRID;;2023;CAMIONETA;HIBRIDO;69999.0;3500;HIBRIDO_GASOLINA_BATERIAS
DONGFENG;RICH P11 AC 2.4 CD 4X2 TM;;2024;CAMIONETA;DOBLE CABINA;18990.0;2438;GASOLINA
HONDA;CR-V EX AC 1.5 5P 4X2 TA;;2023;JEEP;JEEP;59990.0;1500;GASOLINA
JAC;HFC1037DEV LUXURY AC 2.0 CD 4X2 TM;;2024;CAMIONETA;DOBLE CABINA;22890.0;2000;GASOLINA
HYUNDAI;PALISADE GLS 8PAS AC 3.5 5P 4X4 TA;;2024;JEEP;JEEP;75500.0;3470;GASOLINA
HYUNDAI;ACCENT BN7 GLS AC 1.5 4P 4X2 TM;;2023;AUTOMOVIL;SEDAN;19590.0;1497;GASOLINA
FORD;EXPLORER XLT ECOBOOST AC 2.3 5P 4X4 TA;;2023;JEEP;JEEP;67499.0;2261;GASOLINA
KIA;SELTOS EX AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;27499.0;1497;GASOLINA
KIA;SELTOS EX AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;29999.0;1497;GASOLINA
BYD;HAN AC 4P 4X4 TA EV;;2024;AUTOMOVIL;ELECTRICO-A;62990.0;0;ELECTRICO
BYD;YUAN PLUS AC 5P 4X2 TA EV;;2024;JEEP;ELECTRICO-J;36990.0;0;ELECTRICO
VOLKSWAGEN;T-CROSS COMFORTLINE FIT AC 1.6 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1598;GASOLINA
VOLKSWAGEN;T-CROSS COMFORTLINE FIT AC 1.6 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1589;GASOLINA
JETOUR;X90 PLUS AC 2.0 5P 4X2 TA;;2024;JEEP;JEEP;45990.0;2000;GASOLINA
JETOUR;DASHING I AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;26990.0;1500;GASOLINA
DFSK;C37 VAN AC 1.5 4P 4X2 TM;;2024;CAMIONETA;FURGONETA;16990.0;1493;GASOLINA
JAC;S4 TURBO AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1499;GASOLINA
PEUGEOT;PARTNER PREM LG 16H B5 AC 1.6 5P 4X2 TM DIESEL;;2024;CAMIONETA;REPARTO;37084.0;1598;DIESEL
HYUNDAI;KONA SX2 GL AC 1.6 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;27740.0;1600;HIBRIDO_GASOLINA_BATERIAS
KIA;CARNIVAL GLS AC 3.5 5P 4X2 TA;;2024;CAMIONETA;FURGONETA;59999.0;3470;GASOLINA
FORD;ESCAPE TITANIUM FHEV ATK AC 2.5 5P 4X4 TA HYBRID;;2023;JEEP;HIBRIDO-J;45990.0;2490;HIBRIDO_GASOLINA_BATERIAS
KYC;F3 AC 1.6 CD 4X2 TM;;2024;CAMIONETA;DOBLE CABINA;17990.0;1597;GASOLINA
GREAT WALL;POER AC 2.0 CD 4X2 TM DIESEL;;2024;CAMIONETA;DOBLE CABINA;27990.0;1996;DIESEL
BYD;BYD T3 GL AC 2P 4X2 TA EV;;2023;CAMIONETA;ELECTRICO;32900.0;0;ELECTRICO
KIA;PICANTO EX AC 1.0 4P 4X2 TM;;2024;AUTOMOVIL;SEDAN;14899.0;998;GASOLINA
MITSUBISHI;MONTERO SPORT GLX AC 2.4 5P 4X4 TA DIESEL;;2024;JEEP;JEEP;59990.0;2442;DIESEL
CITROEN;C4 SHINE AC 1.2 5P 4X2 TA;;2024;JEEP;JEEP;33990.0;1199;GASOLINA
CITROEN;C4 FEEL AC 1.2 5P 4X2 TA;;2024;JEEP;JEEP;29990.0;1199;GASOLINA
MITSUBISHI;MONTERO SPORT PLUS AC 2.4 5P 4X4 TA DIESEL;;2024;JEEP;JEEP;69990.0;2442;DIESEL
SHINERAY;SWM G05 AC 2.0 5P 4X2 TM;;2024;JEEP;JEEP;23990.0;1988;GASOLINA
HONDA;CR-V LX AC 1.5 5P 4X2 TA;;2023;JEEP;JEEP;59990.0;1500;GASOLINA
MITSUBISHI;L200 GLS PLUS AC 2.4 CD 4X4 TA DIESEL;;2024;CAMIONETA;DOBLE CABINA;66990.0;2442;DIESEL
VENTURA;R6 AC 3.0 4P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;38590.0;2982;DIESEL
SKODA;OCTAVIA GLX AC 2.0 4P 4X2 TA DIESEL;;2024;AUTOMOVIL;SEDAN;29990.0;2000;DIESEL
AUDI;Q8 E-TRON 50 SPORTBACK GETBUB AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;84990.0;0;ELECTRICO
AUDI;Q8 E-TRON 50 GEGBUB AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;79990.0;0;ELECTRICO
HYUNDAI;KONA SX2 GLS AC 1.6 5P 4X2 TA HYBRID;;2023;JEEP;HIBRIDO-J;27740.0;1600;HIBRIDO_GASOLINA_BATERIAS
KEYTON;M70L AC 5P 4X2 TA EV;;2024;CAMIONETA;FURGONETA;23990.0;0;ELECTRICO
SINOTRUK;U70 PRO AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1499;GASOLINA
SINOTRUK;U70B AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1499;GASOLINA
DONGFENG;SUV DFRS T AC 2.0 5P 4X4 TA;;2023;JEEP;JEEP;35990.0;1997;GASOLINA
GAC;GS8 GT AC 2.0 5P 4X2 TA;;2024;JEEP;JEEP;49990.0;1991;GASOLINA
GAC;GS8 GT AC 2.0 5P 4X4 TA;;2024;JEEP;JEEP;59990.0;1991;GASOLINA
MERCEDES BENZ;SPRINTER 316 CDI STANDARD TECHO ELEVADO AC 2.0 5P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;69990.0;1950;DIESEL
DFSK;GLORY 500 TCH AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;18990.0;1498;GASOLINA
HYUNDAI;SANTA FE 7PAS HGS AC 2.5 5P 4X2 TA;;2024;JEEP;JEEP;47990.0;2500;GASOLINA
HYUNDAI;SANTA FE 7PAS HGS AC 2.5 5P 4X2 TA;;2024;JEEP;JEEP;47990.0;2497;GASOLINA
DS;DS7 S CHIC AC 1.6 5P 4X2 TA;;2024;JEEP;JEEP;59990.0;1598;GASOLINA
TOYOTA;AGYA G AC 1.2 5P 4X2 TM;;2023;AUTOMOVIL;STATION WAGON;27499.0;1198;GASOLINA
BYD;TANG AC 5P 4X4 TA EV;;2024;JEEP;ELECTRICO-J;65000.0;0;ELECTRICO
CHEVROLET;GROOVE PREMIER AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;24990.0;1485;GASOLINA
JAC;S3 AC 1.6 5P 4X2 TA;;2024;JEEP;JEEP;19990.0;1590;GASOLINA
FORD;F150 FHEV AC 3.5 CD 4X4 TA HYBRID;;2023;CAMIONETA;HIBRIDO;79999.0;3500;HIBRIDO_GASOLINA_BATERIAS
FORD;F150 LARIAT HEV FULL AC 3.5 CD 4X4 TA HYBRID;;2023;CAMIONETA;DOBLE CABINA;86990.0;3497;HIBRIDO_GASOLINA_BATERIAS
FORD;F150 LARIAT HEV AC 3.5 CD 4X4 TA HYBRID;;2023;CAMIONETA;DOBLE CABINA;76990.0;3497;HIBRIDO_GASOLINA_BATERIAS
MERCEDES BENZ;A 35 AMG AC 2.0 4P 4X4 TA HYBRID;;2023;AUTOMOVIL;HIBRIDO-A;74990.0;1991;HIBRIDO_GASOLINA_BATERIAS
DONGFENG;E70 PRO AC 5P 4X2 TA EV;;2024;AUTOMOVIL;SEDAN;29990.0;0;ELECTRICO
SINOTRUK;U75 PLUS AC 2.0 5P 4X2 TA;;2023;JEEP;JEEP;29990.0;1967;GASOLINA
MG;MG ZS AC 1.5 5P 4X2 TM;;2024;JEEP;JEEP;19990.0;1498;GASOLINA
MG;MG ZS AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;19990.0;1498;GASOLINA
MG;MG RX8 GDEL AC 2.0 5P 4X4 TA;;2024;JEEP;JEEP;49990.0;1995;GASOLINA
CHEVROLET;JOY BLACK AC 1.4 5P 4X2 TM;;2024;AUTOMOVIL;STATION WAGON;16299.0;1389;GASOLINA
CHEVROLET;COLORADO LTZ AC 2.8 CD 4X4 TA DIESEL;;2024;CAMIONETA;DOBLE CABINA;49990.0;2776;DIESEL
CHEVROLET;COLORADO Z71 AC 2.8 CD 4X4 TA DIESEL;;2024;CAMIONETA;DOBLE CABINA;49990.0;2776;DIESEL
CHEVROLET;COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL;;2024;CAMIONETA;DOBLE CABINA;54990.0;2776;DIESEL
CHEVROLET;TRACKER RS TURBO AC 1.2 5P 4X2 TA;;2024;JEEP;JEEP;28990.0;1199;GASOLINA
CHANGAN;UNI-T GT AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;38990.0;1494;GASOLINA
CHANGAN;UNI-T AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;35990.0;1494;GASOLINA
CHEVROLET;SAIL LS STD 1.5 4P 4X2 TM;;2024;AUTOMOVIL;SEDAN;15990.0;1485;GASOLINA
MAZDA;CX-90 HIGH PLUS AC 3.3 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;79799.0;3283;HIBRIDO_GASOLINA_BATERIAS
CHEVROLET;COLORADO LT AC 2.8 CD 4X4 TM DIESEL;;2024;CAMIONETA;DOBLE CABINA;46999.0;2776;DIESEL
MINI;JOHN COOPER WORKS AC 2.0 3P 4X2 TA;;2024;AUTOMOVIL;COUPE;69990.0;1998;GASOLINA
SKODA;KODIAQ SLX AC 2.0 5P 4X4 TA;;2023;JEEP;JEEP;49990.0;2000;GASOLINA
BMW;X3 XDRIVE 30E AC 2.0 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;79990.0;1998;HIBRIDO_GASOLINA_BATERIAS
BAIC;X55 PREMIUM AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;29990.0;1498;GASOLINA
MINI;COOPER SE HATCH AC 3P 4X2 TA EV;;2024;AUTOMOVIL;ELECTRICO-A;48590.0;0;ELECTRICO
BMW;X5 XDRIVE 40I AC 3.0 5P 4X4 TA HYBRID;;2024;JEEP;HIBRIDO-J;97990.0;2998;GASOLINA
SKYWELL;ET5 LV2 AC 5P 4X2 TA EV;;2023;JEEP;ELECTRICO-J;42990.0;0;ELECTRICO
SKYWELL;ET5 LV3 AC 5P 4X2 TA EV;;2023;JEEP;ELECTRICO-J;44990.0;0;ELECTRICO
BAIC;BJ40 PLUS EXCLUSIVE AC 2.0 3P 4X4 TA;;2024;JEEP;JEEP;39990.0;1967;GASOLINA
BAIC;X55 LUXURY AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;27990.0;1498;GASOLINA
BAIC;U5 PLUS AC 1.5 4P 4X2 TM;;2024;AUTOMOVIL;SEDAN;18990.0;1499;GASOLINA
KIA;SONET LX AC 1.5 5P 4X2 TA;;2024;JEEP;JEEP;19990.0;1497;GASOLINA
SKODA;KODIAQ SCOUT EX AC 2.0 5P 4X4 TA;;2023;JEEP;JEEP;59990.0;2000;GASOLINA
VOYAH;FREE AC 5P 4X4 TA EV;;2023;JEEP;ELECTRICO-J;65000.0;0;ELECTRICO
MITSUBISHI;MONTERO SPORT AC 3.0 5P 4X4 TA;;2024;JEEP;JEEP;49990.0;2998;GASOLINA
HIGER;H5F 17A AC 2.5 4P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;32990.0;2498;DIESEL
MITSUBISHI;MONTERO SPORT AC 2.4 5P 4X4 TA DIESEL;;2024;JEEP;JEEP;67990.0;2442;DIESEL
HIGER;H6C 18A AC 3.0 4P 4X2 TM DIESEL;;2024;CAMIONETA;FURGONETA;41990.0;2982;DIESEL
SKODA;KAMIQ AMBIENTE GT AC 1.6 5P 4X2 TA;;2024;JEEP;JEEP;26490.0;1600;GASOLINA
CHERY;ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM;;2024;AUTOMOVIL;SEDAN;17190.0;1499;GASOLINA
CHERY;TIGGO 7 PRO PHEV LUXURY AC 1.5 5P 4X2 TA HYBRID;;2024;JEEP;HIBRIDO-J;30990.0;1498;HIBRIDO_GASOLINA_BATERIAS
HYUNDAI;IONIQ 5 AC 5P 4X4 TA EV;;2023;JEEP;ELECTRICO-J;57365.0;0;ELECTRICO
CHANGAN;CS35 PLUS AC 1.6 5P 4X2 TM;;2024;JEEP;JEEP;21990.0;1598;GASOLINA
CITROEN;C3 AIRCROSS SHINE AC 1.2 5P 4X2 TA;;2024;AUTOMOVIL;STATION WAGON;29990.0;1199;GASOLINA
FORD;EXPLORER XLT AC 2.3 5P 4X4 TA;;2023;JEEP;JEEP;89990.0;2261;GASOLINA
RAM;RAM 700 LARAMIE CVT AC 1.3 CD 4X2 TA;;2024;CAMIONETA;DOBLE CABINA;23999.0;1332;GASOLINA
RAM;RAM 700 SLT AC 1.4 CD 4X2 TM;;2024;CAMIONETA;DOBLE CABINA;19999.0;1368;GASOLINA
CITROEN;C3 AIRCROSS AC 1.2 5P 4X2 TA;;2024;AUTOMOVIL;STATION WAGON;26990.0;1199;GASOLINA
DS;DS4 SO CHIC AC 1.6 5P 4X2 TA;;2024;AUTOMOVIL;STATION WAGON;49990.0;1598;GASOLINA
BMW;330E AC 2.0 4P 4X2 TA HYBRID;;2024;AUTOMOVIL;HIBRIDO-A;65990.0;1998;HIBRIDO_GASOLINA_BATERIAS
